subject,period.start,period.end,history.json
bd7f7252-5561-4210-845d-9be78f3e40cc,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:29', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
bd7f7252-5561-4210-845d-9be78f3e40cc,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/004d3aeb-b90a-4e4d-8359-b190d1ab8532', 'message_template_name': 'Approach Peer Average', 'message_generated_datetime': '2026-01-22T12:13:30', 'measure': 'Discharge-01', 'acceptable_by': ['Social Approach']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:30', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:30', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:30', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:31', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:31', 'measure': 'Nurse-language-01', 'acceptable_by': ['Improving']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:13:32', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:32', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:13:32', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2026-01-22T12:13:33', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Gain']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:13:33', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Loss']}"
89a059e6-694a-4e45-ad36-bbb22d9ec54b,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2026-01-22T12:13:34', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:34', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:34', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:34', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:35', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:13:35', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:35', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:36', 'measure': 'Physician-language-01', 'acceptable_by': ['Worsening']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2026-01-22T12:13:36', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Gain']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:13:36', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Loss']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:13:37', 'measure': 'Nurse-language-01', 'acceptable_by': ['Goal Loss']}"
bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:37', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Gain']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:37', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:38', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:38', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:38', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:39', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Worse']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:39', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Gain']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:39', 'measure': 'Physician-informed-01', 'acceptable_by': ['Worsening']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:13:40', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:40', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:13:41', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Loss']}"
3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/84528b84-7271-4e04-9cc1-5c6b47ccfc9b0', 'message_template_name': 'Above Peer Average', 'message_generated_datetime': '2026-01-22T12:13:41', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Better']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:41', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:41', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:42', 'measure': 'Care-Rating-01', 'acceptable_by': ['Improving']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:42', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:42', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:13:43', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:13:43', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:44', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Approach']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/84528b84-7271-4e04-9cc1-5c6b47ccfc9b0', 'message_template_name': 'Above Peer Average', 'message_generated_datetime': '2026-01-22T12:13:44', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Better']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:45', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Gain']}"
d1aad2f6-2fa0-48f7-9690-77c675705be5,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:45', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Improving']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:45', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:45', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:46', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:46', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:13:47', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:47', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:47', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:13:48', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Loss']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:48', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:13:48', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
52e46856-9a80-41cf-a74d-8cddd753ec56,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:49', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:13:49', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:13:49', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:49', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:13:50', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:13:50', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:13:51', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Goal Approach']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:51', 'measure': 'Transfer-01', 'acceptable_by': ['Social Approach']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:13:51', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Worse']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/004d3aeb-b90a-4e4d-8359-b190d1ab8532', 'message_template_name': 'Approach Peer Average', 'message_generated_datetime': '2026-01-22T12:13:52', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Approach']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:13:52', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Gain']}"
ee412668-6e8e-47d1-baad-ab220ca7b84b,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:13:52', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
